,iyear,imonth,iday,provstate,attacktype1_txt,targtype1_txt,weaptype1_txt,nwound,nkill
102154,2011,6,25,Maharashtra,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102163,2011,6,26,Chhattisgarh,Bombing/Explosion,Police,Explosives,4.0,4.0
102164,2011,6,26,Chhattisgarh,Armed Assault,Military,Firearms,4.0,3.0
102175,2011,6,27,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
102178,2011,6,27,Jammu and Kashmir,Armed Assault,Government (General),Firearms,0.0,1.0
102187,2011,6,28,Jharkhand,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,1.0
102191,2011,6,29,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,0.0
102192,2011,6,29,Jharkhand,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,1.0
102193,2011,6,29,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102212,2011,6,30,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
102213,2011,6,30,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102214,2011,6,30,Nagaland,Armed Assault,Private Citizens & Property,Firearms,2.0,2.0
102215,2011,6,30,Nagaland,Bombing/Explosion,Business,Explosives,3.0,1.0
102216,2011,6,30,Tripura,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
102225,2011,7,1,Manipur,Armed Assault,Government (General),Firearms,0.0,0.0
102232,2011,7,2,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,6.0
102266,2011,7,4,Odisha,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102295,2011,7,5,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
102311,2011,7,6,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
102312,2011,7,6,Chhattisgarh,Armed Assault,Police,Firearms,,0.0
102323,2011,7,7,Maharashtra,Unknown,Private Citizens & Property,Unknown,0.0,2.0
102324,2011,7,7,Odisha,Armed Assault,Police,Firearms,0.0,2.0
102330,2011,7,7,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,2.0
102331,2011,7,7,Odisha,Hostage Taking (Kidnapping),Government (General),Melee,0.0,1.0
102332,2011,7,7,Odisha,Hostage Taking (Kidnapping),Government (General),Melee,0.0,1.0
102336,2011,7,8,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102337,2011,7,8,Maharashtra,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102359,2011,7,10,Assam,Bombing/Explosion,Transportation,Explosives,100.0,0.0
102370,2011,7,11,Jharkhand,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
102386,2011,7,12,Jharkhand,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
102405,2011,7,13,Maharashtra,Bombing/Explosion,Private Citizens & Property,Explosives,44.0,8.0
102406,2011,7,13,Maharashtra,Bombing/Explosion,Transportation,Explosives,43.0,9.0
102407,2011,7,13,Maharashtra,Bombing/Explosion,Business,Explosives,43.0,9.0
102428,2011,7,15,Bihar,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
102434,2011,7,16,Bihar,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
102435,2011,7,16,Jharkhand,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,1.0
102442,2011,7,17,Odisha,Bombing/Explosion,Military,Explosives,0.0,0.0
102460,2011,7,19,Tripura,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
102469,2011,7,20,Chhattisgarh,Armed Assault,Government (General),Explosives,4.0,7.0
102479,2011,7,21,Bihar,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
102480,2011,7,21,Bihar,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102481,2011,7,21,Manipur,Armed Assault,Private Citizens & Property,Firearms,0.0,0.0
102494,2011,7,22,Chhattisgarh,Armed Assault,Police,Melee,0.0,1.0
102495,2011,7,22,Chhattisgarh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102496,2011,7,22,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
102517,2011,7,23,Odisha,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
102526,2011,7,24,Manipur,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
102557,2011,7,27,Assam,Bombing/Explosion,Educational Institution,Explosives,0.0,0.0
102558,2011,7,27,Assam,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0
102559,2011,7,27,Bihar,Bombing/Explosion,Telecommunication,Explosives,0.0,0.0
102560,2011,7,27,Odisha,Bombing/Explosion,Government (General),Explosives,0.0,0.0
102561,2011,7,27,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,1.0,1.0
102574,2011,7,28,Assam,Bombing/Explosion,Police,Explosives,0.0,0.0
102575,2011,7,28,Assam,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,2.0,0.0
102591,2011,7,30,Bihar,Armed Assault,Private Citizens & Property,Firearms,0.0,3.0
102592,2011,7,30,Odisha,Armed Assault,Government (General),Melee,0.0,1.0
102606,2011,7,31,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
102612,2011,8,1,Assam,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
102613,2011,8,1,Assam,Facility/Infrastructure Attack,Transportation,Sabotage Equipment,0.0,0.0
102614,2011,8,1,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,2.0
102615,2011,8,1,Chhattisgarh,Armed Assault,Police,Firearms,0.0,2.0
102616,2011,8,1,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,8.0,5.0
102621,2011,8,2,Jharkhand,Armed Assault,Police,Firearms,2.0,0.0
102638,2011,8,3,Bihar,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102639,2011,8,3,Bihar,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102642,2011,8,4,Chhattisgarh,Unknown,Private Citizens & Property,Unknown,0.0,1.0
102643,2011,8,4,Chhattisgarh,Unknown,Private Citizens & Property,Unknown,0.0,1.0
102644,2011,8,4,Chhattisgarh,Unknown,Private Citizens & Property,Unknown,0.0,1.0
102645,2011,8,4,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
102646,2011,8,4,Odisha,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
102653,2011,8,5,Jharkhand,Facility/Infrastructure Attack,Transportation,Incendiary,0.0,0.0
102675,2011,8,8,Maharashtra,Armed Assault,NGO,Firearms,2.0,0.0
102681,2011,8,10,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102682,2011,8,10,Jammu and Kashmir,Bombing/Explosion,Business,Explosives,0.0,0.0
102693,2011,8,11,Bihar,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
102694,2011,8,11,Chhattisgarh,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
102695,2011,8,11,Tripura,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102696,2011,8,11,West Bengal,Armed Assault,Police,Firearms,7.0,0.0
102702,2011,8,12,Assam,Bombing/Explosion,Terrorists/Non-State Militia,Explosives,0.0,0.0
102703,2011,8,12,Assam,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102704,2011,8,12,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102711,2011,8,13,Assam,Armed Assault,Private Citizens & Property,Firearms,11.0,1.0
102712,2011,8,13,Manipur,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102721,2011,8,14,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
102722,2011,8,14,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
102723,2011,8,14,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102724,2011,8,14,Odisha,Armed Assault,Police,Firearms,0.0,0.0
102725,2011,8,14,Assam,Armed Assault,Terrorists/Non-State Militia,Firearms,0.0,0.0
102745,2011,8,15,Jharkhand,Armed Assault,Police,Firearms,4.0,0.0
102746,2011,8,15,Maharashtra,Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0
102759,2011,8,16,Chhattisgarh,Armed Assault,Police,Firearms,,4.0
102760,2011,8,16,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102761,2011,8,16,Meghalaya,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102762,2011,8,16,Meghalaya,Bombing/Explosion,Government (General),Explosives,0.0,0.0
102763,2011,8,16,Meghalaya,Armed Assault,Business,Firearms,0.0,2.0
102774,2011,8,17,Andhra Pradesh,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
102775,2011,8,17,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
102776,2011,8,17,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
102788,2011,8,18,West Bengal,Armed Assault,Government (General),Firearms,4.0,0.0
102789,2011,8,18,West Bengal,Armed Assault,Government (General),Firearms,3.0,0.0
102806,2011,8,19,Andhra Pradesh,Armed Assault,Police,Firearms,0.0,0.0
102807,2011,8,19,Chhattisgarh,Unknown,Military,Unknown,0.0,10.0
102808,2011,8,19,Jharkhand,Armed Assault,Educational Institution,Firearms,0.0,1.0
102813,2011,8,0,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102830,2011,8,21,Manipur,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
102840,2011,8,22,Manipur,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
102841,2011,8,22,Meghalaya,Armed Assault,Police,Firearms,0.0,0.0
102842,2011,8,22,West Bengal,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
102863,2011,8,24,Chhattisgarh,Unknown,Government (General),Unknown,0.0,1.0
102864,2011,8,24,Jammu and Kashmir,Armed Assault,Police,Firearms,1.0,0.0
102865,2011,8,24,West Bengal,Armed Assault,Government (General),Firearms,0.0,1.0
102894,2011,8,25,Chhattisgarh,Armed Assault,Business,Firearms,0.0,1.0
102895,2011,8,25,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
102919,2011,8,27,Jharkhand,Bombing/Explosion,Transportation,Explosives,0.0,0.0
102926,2011,8,28,Manipur,Bombing/Explosion,Business,Explosives,0.0,0.0
102927,2011,8,28,Assam,Armed Assault,Government (General),Firearms,0.0,0.0
102939,2011,8,29,Jammu and Kashmir,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
102940,2011,8,29,Nagaland,Hostage Taking (Kidnapping),Government (General),Unknown,,0.0
102954,2011,9,0,Chhattisgarh,Bombing/Explosion,Police,Explosives,0.0,0.0
102955,2011,9,0,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,2.0
102961,2011,9,2,Assam,Bombing/Explosion,Police,Explosives,0.0,0.0
102962,2011,9,2,Bihar,Unarmed Assault,Private Citizens & Property,Melee,0.0,1.0
102963,2011,9,2,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
102986,2011,9,5,Assam,Hostage Taking (Kidnapping),Business,Unknown,0.0,1.0
102987,2011,9,5,Chhattisgarh,Facility/Infrastructure Attack,Police,Incendiary,0.0,0.0
102988,2011,9,5,Tripura,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
103012,2011,9,7,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
103013,2011,9,7,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
103014,2011,9,7,Assam,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
103015,2011,9,7,Delhi,Bombing/Explosion,Government (General),Explosives,45.0,15.0
103016,2011,9,7,Meghalaya,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0
103017,2011,9,7,Meghalaya,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,0.0
103034,2011,9,9,Assam,Armed Assault,Business,Firearms,1.0,0.0
103047,2011,9,10,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
103048,2011,9,10,Meghalaya,Bombing/Explosion,Police,Explosives,0.0,0.0
103052,2011,9,11,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,0.0
103078,2011,9,13,Bihar,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
103079,2011,9,13,Chhattisgarh,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,1.0
103080,2011,9,13,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
103081,2011,9,13,West Bengal,Unarmed Assault,Private Citizens & Property,Melee,1.0,0.0
103100,2011,9,14,Odisha,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
103101,2011,9,15,Assam,Bombing/Explosion,Unknown,Explosives,0.0,0.0
103121,2011,9,16,Chhattisgarh,Unknown,Police,Unknown,0.0,1.0
103124,2011,9,17,Uttar Pradesh,Bombing/Explosion,Business,Explosives,15.0,0.0
103135,2011,9,19,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,1.0
103158,2011,9,20,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
103159,2011,9,20,West Bengal,Armed Assault,Government (General),Firearms,0.0,1.0
103163,2011,9,21,Chhattisgarh,Armed Assault,Police,Firearms,2.0,0.0
103164,2011,9,21,Manipur,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
103180,2011,9,22,Maharashtra,Armed Assault,Police,Firearms,2.0,0.0
103181,2011,9,23,Jammu and Kashmir,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
103182,2011,9,23,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
103204,2011,9,24,Odisha,Armed Assault,Government (General),Firearms,0.0,2.0
103205,2011,9,25,West Bengal,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
103236,2011,9,27,Chhattisgarh,Bombing/Explosion,Transportation,Explosives,0.0,0.0
103237,2011,9,27,Jharkhand,Unknown,Military,Unknown,4.0,2.0
103238,2011,9,27,Meghalaya,Armed Assault,Police,Explosives,0.0,0.0
103239,2011,9,27,Odisha,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
103271,2011,9,28,Andhra Pradesh,Armed Assault,Government (General),Firearms,0.0,1.0
103272,2011,9,28,Jammu and Kashmir,Armed Assault,Police,Firearms,0.0,1.0
103273,2011,9,29,Jharkhand,Bombing/Explosion,Military,Explosives,0.0,0.0
103301,2011,10,1,Jharkhand,Armed Assault,Government (General),Firearms,0.0,1.0
103302,2011,10,1,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,1.0
103303,2011,10,1,Uttar Pradesh,Bombing/Explosion,Police,Explosives,0.0,0.0
103309,2011,10,2,Maharashtra,Bombing/Explosion,Police,Explosives,4.0,0.0
103310,2011,10,2,West Bengal,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,0.0
103311,2011,10,2,West Bengal,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0
103313,2011,10,2,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,1.0
103330,2011,10,3,Jharkhand,Unknown,Private Citizens & Property,Unknown,0.0,1.0
103370,2011,10,7,Chhattisgarh,Bombing/Explosion,Military,Explosives,,4.0
103371,2011,10,7,Manipur,Unknown,Terrorists/Non-State Militia,Unknown,6.0,7.0
103419,2011,10,11,Chhattisgarh,Armed Assault,Police,Firearms,0.0,1.0
103462,2011,10,14,Jharkhand,Armed Assault,Private Citizens & Property,Melee,0.0,2.0
103471,2011,10,15,Meghalaya,Hostage Taking (Kidnapping),Police,Firearms,2.0,1.0
103478,2011,10,16,Assam,Armed Assault,Private Citizens & Property,Firearms,3.0,1.0
103479,2011,10,16,Assam,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,0.0,0.0
103480,2011,10,16,Jharkhand,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
103486,2011,10,17,Manipur,Bombing/Explosion,Military,Explosives,3.0,0.0
103505,2011,10,18,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,2.0
103506,2011,10,18,Manipur,Unknown,Terrorists/Non-State Militia,Unknown,2.0,0.0
103507,2011,10,18,Manipur,Bombing/Explosion,Government (General),Explosives,0.0,0.0
103508,2011,10,18,Meghalaya,Armed Assault,Police,Firearms,1.0,1.0
103509,2011,10,18,West Bengal,Armed Assault,Police,Firearms,0.0,0.0
103520,2011,10,19,Odisha,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
103530,2011,10,20,Chhattisgarh,Unknown,Police,Unknown,0.0,0.0
103531,2011,10,20,Mizoram,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
103532,2011,10,20,Odisha,Bombing/Explosion,Military,Explosives,0.0,0.0
103533,2011,10,20,Odisha,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
103545,2011,10,22,Assam,Armed Assault,Government (General),Firearms,0.0,1.0
103546,2011,10,22,Maharashtra,Armed Assault,Police,Firearms,0.0,1.0
103575,2011,10,24,Andhra Pradesh,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
103577,2011,10,25,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
103578,2011,10,25,Meghalaya,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
103579,2011,10,25,Odisha,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
103622,2011,10,26,Andhra Pradesh,Armed Assault,Police,Firearms,0.0,0.0
103623,2011,10,26,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,0.0
103624,2011,10,26,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,3.0,0.0
103625,2011,10,26,Manipur,Bombing/Explosion,Government (General),Explosives,2.0,0.0
103626,2011,10,26,Manipur,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,1.0
103627,2011,10,27,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
103648,2011,10,28,Tamil Nadu,Bombing/Explosion,Violent Political Party,Explosives,0.0,0.0
103676,2011,10,30,Jharkhand,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
103677,2011,10,30,Jharkhand,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
103678,2011,10,30,Jharkhand,Unarmed Assault,Private Citizens & Property,Melee,0.0,1.0
103679,2011,10,31,Bihar,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,0.0,0.0
103680,2011,10,31,Chhattisgarh,Armed Assault,Police,Firearms,2.0,0.0
103681,2011,10,31,Meghalaya,Armed Assault,Police,Firearms,2.0,5.0
103698,2011,11,1,Jammu and Kashmir,Bombing/Explosion,Military,Explosives,5.0,0.0
103699,2011,11,1,Andhra Pradesh,Facility/Infrastructure Attack,Telecommunication,Incendiary,0.0,0.0
103706,2011,11,1,Bihar,Hostage Taking (Kidnapping),Business,Unknown,0.0,0.0
103713,2011,11,2,Arunachal Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
103725,2011,11,3,Assam,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,0.0
103749,2011,11,3,Assam,Bombing/Explosion,Transportation,Explosives,0.0,0.0
103756,2011,11,0,West Bengal,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,1.0
103819,2011,11,6,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,4.0,0.0
103820,2011,11,6,West Bengal,Armed Assault,Government (General),Firearms,1.0,0.0
103821,2011,11,5,Maharashtra,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,0.0,1.0
103832,2011,11,5,West Bengal,Assassination,Government (General),Firearms,1.0,1.0
103851,2011,11,7,Andhra Pradesh,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
103853,2011,11,5,Assam,Armed Assault,Private Citizens & Property,Firearms,0.0,1.0
103854,2011,11,8,Jharkhand,Bombing/Explosion,Police,Firearms,7.0,0.0
103876,2011,11,9,Bihar,Facility/Infrastructure Attack,Educational Institution,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0.0,0.0
103896,2011,11,9,Bihar,Facility/Infrastructure Attack,Educational Institution,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0.0,0.0
103949,2011,11,12,Manipur,Bombing/Explosion,Government (General),Explosives,1.0,0.0
104002,2011,11,14,Odisha,Armed Assault,Government (General),Firearms,0.0,1.0
104004,2011,11,14,West Bengal,Armed Assault,Private Citizens & Property,Firearms,0.0,2.0
104061,2011,11,16,Orissa,Armed Assault,Educational Institution,Melee,1.0,0.0
104062,2011,11,16,Assam,Armed Assault,Private Citizens & Property,Firearms,1.0,0.0
104063,2011,11,16,Odisha,Armed Assault,Private Citizens & Property,Melee,0.0,1.0
104067,2011,11,16,Jharkhand,Bombing/Explosion,Police,Explosives,1.0,0.0
104142,2011,11,19,Odisha,Hostage Taking (Kidnapping),Government (General),Unknown,0.0,1.0
104174,2011,11,21,Meghalaya,Hostage Taking (Kidnapping),Government (General),Firearms,0.0,0.0
104218,2011,11,23,Jharkhand,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,2.0
104219,2011,11,24,Jammu and Kashmir,Armed Assault,Military,Firearms,3.0,0.0
104240,2011,11,25,Jammu and Kashmir,Assassination,Government (General),Firearms,1.0,0.0
104269,2011,11,26,Jharkhand,Facility/Infrastructure Attack,Business,Incendiary,0.0,0.0
104289,2011,11,29,Maharashtra,Facility/Infrastructure Attack,Government (General),Incendiary,0.0,0.0
104290,2011,11,27,Andhra Pradesh,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,0.0,2.0
104291,2011,11,27,Bihar,Unknown,Telecommunication,Unknown,0.0,0.0
104349,2011,11,30,Andhra Pradesh,Hostage Taking (Kidnapping),Utilities,Incendiary,0.0,0.0
104350,2011,11,30,Manipur,Bombing/Explosion,Private Citizens & Property,Explosives,0.0,3.0
104354,2011,11,30,Jharkhand,Assassination,Private Citizens & Property,Firearms,0.0,1.0
104367,2011,12,1,Meghalaya,Armed Assault,Police,Firearms,2.0,0.0
